title,start_time,end_time,description,exercise_title,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,muscle_group
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Push Up,0,normal,,15,,,Chest"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Push Up,1,normal,,12,,,Chest"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Extension (Machine),0,normal,30,12,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Extension (Machine),1,normal,40,10,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Extension (Machine),2,normal,50,8,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Kickback (Dumbbell),0,normal,10,10,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Kickback (Dumbbell),1,normal,10,10,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Extension (Dumbbell),0,normal,20,10,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Triceps Extension (Dumbbell),1,normal,25,8,,,Triceps"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Incline Bench Press (Dumbbell),0,normal,30,10,,,Chest"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Incline Bench Press (Dumbbell),1,normal,30,9,,,Chest"
"Afternoon workout ,""7 Jun 2025 17:29"",""7 Jun 2025 18:30"",,Cycling,0,normal,,,1,480,Cardio"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Warm Up,0,normal,,,,140,Cardio"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Hip Thrust (Barbell),0,normal,30,10,,,Glutes"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Hip Thrust (Barbell),1,normal,40,10,,,Glutes"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Hip Thrust (Barbell),2,normal,50,8,,,Glutes"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Press (Machine),0,warmup,118,10,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Press (Machine),1,normal,208,7,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Press (Machine),2,normal,188,8,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Press (Machine),3,normal,188,8,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Extension (Machine),0,normal,40,10,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Extension (Machine),1,normal,55,8,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Leg Extension (Machine),2,normal,55,8,,,Quadriceps"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Seated Leg Curl (Machine),0,normal,40,10,,,Hamstrings"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Seated Leg Curl (Machine),1,dropset,40,9,,,Hamstrings"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Hip Abduction (Machine),0,normal,45,12,,,Abductors"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Hip Adduction (Machine),0,normal,30,10,,,Adductors"
"Afternoon workout ,""6 Jun 2025 17:58"",""6 Jun 2025 18:58"",,Hip Adduction (Machine),1,normal,45,8,,,Adductors"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Stretching,0,normal,,,,234,Other"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Reverse Crunch,0,normal,,10,,,Abdominals"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Reverse Crunch,1,normal,,7,,,Abdominals"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Lunge (Barbell),0,normal,12,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Lunge (Barbell),1,normal,15,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Lunge (Barbell),2,normal,18,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press Horizontal (Machine),0,normal,110,12,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press Horizontal (Machine),1,normal,130,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press Horizontal (Machine),2,normal,150,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press (Machine),0,warmup,118,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press (Machine),1,normal,208,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press (Machine),2,normal,188,10,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Leg Press (Machine),3,normal,198,9,,,Quadriceps"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Standing Calf Raise (Machine),0,normal,130,10,,,Calves"
"Morning workout ,""3 Jun 2025 09:22"",""3 Jun 2025 10:12"",,Standing Calf Raise (Machine),1,normal,150,9,,,Calves"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Warm Up,0,normal,,,,241,Cardio"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Bench Press (Barbell),0,warmup,40,10,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Bench Press (Barbell),1,normal,60,9,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Bench Press (Barbell),2,normal,65,7,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Bench Press (Barbell),3,normal,70,5,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Incline Bench Press (Dumbbell),0,warmup,20,10,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Incline Bench Press (Dumbbell),1,normal,30,10,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Incline Bench Press (Dumbbell),2,normal,30,7,,,Chest"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Triceps Pushdown,0,warmup,15,15,,,Triceps"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Triceps Pushdown,1,normal,20,10,,,Triceps"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Triceps Pushdown,2,normal,25,7,,,Triceps"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Triceps Extension (Machine),0,normal,30,10,,,Triceps"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Triceps Extension (Machine),1,normal,40,9,,,Triceps"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Triceps Extension (Machine),2,normal,50,7,,,Triceps"
"Morning workout ,""2 Jun 2025 08:49"",""2 Jun 2025 09:46"",,Treadmill,0,normal,,,0.61,546,Cardio"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Warm Up,0,normal,,,,373,Cardio"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Dead Hang,0,normal,,,,16,Upper Back"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Lat Pulldown (Cable),0,normal,30,15,,,Lats"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Lat Pulldown (Cable),1,normal,45,10,,,Lats"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Band Pullaparts,0,normal,,7,,,Shoulders"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Band Pullaparts,1,normal,,7,,,Shoulders"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Pull Up (Assisted),0,normal,55,9,,,Lats"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Pull Up (Assisted),1,normal,55,8,,,Lats"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Pull Up (Assisted),2,dropset,70,10,,,Lats"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Lateral Raise (Machine),0,normal,30,10,,,Shoulders"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Lateral Raise (Machine),1,normal,40,10,,,Shoulders"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Lateral Raise (Machine),2,normal,50,6,,,Shoulders"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Seated Cable Row - V Grip (Cable),0,normal,55,10,,,Upper Back"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Seated Cable Row - V Grip (Cable),1,normal,70,6,,,Upper Back"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Seated Cable Row - V Grip (Cable),2,dropset,55,10,,,Upper Back"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Bicep Curl (Barbell),0,normal,20,10,,,Biceps"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,Bicep Curl (Barbell),1,normal,30,5,,,Biceps"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,HIIT,0,normal,,,,758,Cardio"
"Afternoon workout ,""31 May 2025 17:31"",""31 May 2025 18:50"",,HIIT,1,normal,,,,893,Cardio"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Warm Up,0,normal,,,,312,Cardio"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Crunch (Machine),0,normal,40,10,,,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Crunch (Machine),1,normal,50,10,,,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Sit Up,0,normal,,15,,,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Sit Up,1,normal,,15,,,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Knee Raise Parallel Bars,0,normal,,12,,,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Knee Raise Parallel Bars,1,normal,,12,,,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Plank,0,normal,,,,47,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Plank,1,normal,,,,37,Abdominals"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Bicep Curl (Machine),0,normal,30,10,,,Biceps"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Bicep Curl (Machine),1,normal,40,10,,,Biceps"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,Bicep Curl (Machine),2,normal,40,8,,,Biceps"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,HIIT,0,normal,,,,900,Cardio"
"Evening workout ,""30 May 2025 18:38"",""30 May 2025 19:56"",,HIIT,1,normal,,,,600,Cardio"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Standing Calf Raise (Machine),0,normal,110,10,,,Calves"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Standing Calf Raise (Machine),1,normal,130,10,,,Calves"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Standing Calf Raise (Machine),2,normal,150,9,,,Calves"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Seated Leg Curl (Machine),0,normal,40,10,,,Hamstrings"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Seated Leg Curl (Machine),1,normal,40,10,,,Hamstrings"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Seated Leg Curl (Machine),2,normal,40,9,,,Hamstrings"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Leg Press Horizontal (Machine),0,normal,90,10,,,Quadriceps"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Leg Press Horizontal (Machine),1,normal,110,10,,,Quadriceps"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Leg Press Horizontal (Machine),2,normal,130,10,,,Quadriceps"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Leg Extension (Machine),0,normal,40,10,,,Quadriceps"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Leg Extension (Machine),1,normal,40,10,,,Quadriceps"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Leg Extension (Machine),2,normal,55,8,,,Quadriceps"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Hip Thrust (Barbell),0,normal,20,10,,,Glutes"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Hip Thrust (Barbell),1,normal,40,9,,,Glutes"
"Evening workout ,""29 May 2025 18:27"",""29 May 2025 19:22"",,Hip Thrust (Barbell),2,normal,50,8,,,Glutes"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Bench Press (Barbell),0,normal,44,10,,,Chest"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Bench Press (Barbell),1,normal,64,9,,,Chest"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Bench Press (Barbell),2,normal,64,7,,,Chest"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Triceps Pushdown,0,normal,17.5,10,,,Triceps"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Triceps Pushdown,1,normal,22.5,8,,,Triceps"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Triceps Pushdown,2,normal,22.5,10,,,Triceps"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Treadmill,0,normal,,,0.44,375,Cardio"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Rowing Machine,0,normal,,,0.2,180,Cardio"
"Cardio day,""27 May 2025 18:21"",""27 May 2025 19:02"",,Cycling,0,normal,,,0.7,470,Cardio"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Cycling,0,normal,,,0.7,470,Cardio"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Cycling,1,normal,,,0.9,540,Cardio"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Treadmill,0,normal,,,0.55,600,Cardio"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Crunch (Machine),0,normal,50,10,,,Abdominals"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Leg Press Horizontal (Machine),0,normal,90,10,,,Quadriceps"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Leg Press Horizontal (Machine),1,normal,110,10,,,Quadriceps"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Leg Press Horizontal (Machine),2,normal,130,10,,,Quadriceps"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Lateral Raise (Machine),0,normal,30,10,,,Shoulders"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Lateral Raise (Machine),1,normal,40,10,,,Shoulders"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Triceps Extension (Machine),0,normal,30,12,,,Triceps"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Triceps Extension (Machine),1,normal,40,10,,,Triceps"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Hip Abduction (Machine),0,normal,45,12,,,Abductors"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Hip Abduction (Machine),1,normal,60,10,,,Abductors"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Hip Adduction (Machine),0,normal,30,10,,,Adductors"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Hip Adduction (Machine),1,normal,45,9,,,Adductors"
"Morning workout ,""26 May 2025 11:13"",""26 May 2025 12:23"",,Stretching,0,normal,,,,215,Other"
"Afternoon workout ,""23 May 2025 18:00"",""23 May 2025 19:01"",,Walking,0,normal,,,1.4,1200,Cardio"
"Afternoon workout ,""23 May 2025 18:00"",""23 May 2025 19:01"",,Walking,1,normal,,,1.5,1200,Cardio"
"Afternoon workout ,""23 May 2025 18:00"",""23 May 2025 19:01"",,HIIT,0,normal,,,,600,Cardio"
"Afternoon workout ,""23 May 2025 18:00"",""23 May 2025 19:01"",,HIIT,1,normal,,,,600,Cardio"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Bicep Curl (Machine),0,normal,30,12,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Bicep Curl (Machine),1,normal,40,10,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Bicep Curl (Machine),2,normal,50,6,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Hammer Curl (Dumbbell),0,normal,20,12,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Hammer Curl (Dumbbell),1,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Crunch (Machine),0,normal,40,12,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Crunch (Machine),1,normal,50,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Crunch (Machine),2,normal,65,8,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Cycling,0,normal,,,0.6,300,Cardio"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Cycling,1,normal,,,1,540,Cardio"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Decline Crunch (Weighted),0,normal,10,12,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Decline Crunch (Weighted),1,normal,10,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Bicep Curl (Barbell),0,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Bicep Curl (Barbell),1,normal,30,5,,,Biceps"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Leg Raise Parallel Bars,0,normal,,8,,,Abdominals"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Kettlebell Swing,0,normal,16,12,,,Full Body"
"Day 4 (biceps and abdomen ),""24 May 2025 17:04"",""24 May 2025 17:51"",,Kettlebell Swing,1,normal,24,10,,,Full Body"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Chest Press (Machine),0,normal,45,12,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Chest Press (Machine),1,normal,60,8,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Chest Press (Machine),2,normal,60,7,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Pull Up (Assisted),0,normal,70,15,,,Lats"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Pull Up (Assisted),1,normal,55,10,,,Lats"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Pull Up (Assisted),2,normal,40,4,,,Lats"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Bench Press (Barbell),0,normal,44,12,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Bench Press (Barbell),1,normal,64,10,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Bench Press (Barbell),2,normal,74,7,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Seated Cable Row - V Grip (Cable),0,normal,55,10,,,Upper Back"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Seated Cable Row - V Grip (Cable),1,normal,70,8,,,Upper Back"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Seated Cable Row - V Grip (Cable),2,normal,70,7,,,Upper Back"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Cable Fly Crossovers,0,normal,20,12,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Cable Fly Crossovers,1,normal,20,12,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Cable Fly Crossovers,2,normal,30,8,,,Chest"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Dumbbell Row,0,normal,20,10,,,Upper Back"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Dumbbell Row,1,normal,20,10,,,Upper Back"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Dumbbell Row,2,normal,25,8,,,Upper Back"
"Evening workout ,""22 May 2025 18:22"",""22 May 2025 19:24"",,Dumbbell Row,3,normal,25,8,,,Upper Back"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Press (Machine),0,normal,118,12,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Press (Machine),1,normal,168,10,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Press (Machine),2,normal,208,8,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Press (Machine),3,normal,228,5,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Deadlift (Barbell),0,normal,40,10,,,Hamstrings"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Deadlift (Barbell),1,normal,60,8,,,Hamstrings"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Deadlift (Barbell),2,normal,70,8,,,Hamstrings"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Deadlift (Barbell),3,normal,80,6,,,Hamstrings"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Abduction (Machine),0,normal,45,15,,,Abductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Abduction (Machine),1,normal,60,10,,,Abductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Abduction (Machine),2,normal,75,8,,,Abductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Adduction (Machine),0,normal,30,12,,,Adductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Adduction (Machine),1,normal,45,10,,,Adductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Adduction (Machine),2,failure,60,3,,,Adductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Hip Adduction (Machine),3,dropset,45,6,,,Adductors"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Extension (Machine),0,normal,40,10,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Extension (Machine),1,normal,55,8,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Extension (Machine),2,normal,55,9,,,Quadriceps"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Standing Calf Raise (Machine),0,normal,110,12,,,Calves"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Standing Calf Raise (Machine),1,normal,130,10,,,Calves"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Afternoon workout ,""18 May 2025 17:38"",""18 May 2025 18:23"",,Leg Raise Parallel Bars,0,normal,,10,,,Abdominals"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Bench Press (Barbell),0,normal,44,12,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Bench Press (Barbell),1,normal,64,10,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Bench Press (Barbell),2,normal,74,7,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Butterfly (Pec Deck),0,normal,40,10,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Butterfly (Pec Deck),1,normal,40,9,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Butterfly (Pec Deck),2,normal,55,5,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Chest Press (Machine),0,normal,25,12,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Chest Press (Machine),1,normal,40,9,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Chest Press (Machine),2,normal,55,6,,,Chest"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Triceps Pushdown,0,normal,17.5,15,,,Triceps"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Triceps Pushdown,1,normal,22.5,10,,,Triceps"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Triceps Pushdown,2,normal,22.5,10,,,Triceps"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Knee Raise Parallel Bars,0,normal,,10,,,Abdominals"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Knee Raise Parallel Bars,1,normal,,10,,,Abdominals"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Russian Twist (Weighted),0,normal,25,10,,,Abdominals"
